title,author,url,year,band,nummer
"Von Loos zu Kracauer – Ornament, Politik und Verbrechen",Olaf Peters,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/93249/87977,2019,72,7
"Frauenputz und Herrenanzug. Ornament, Mode und Geschlechterkampf",Barbara Vinken,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/93250/87978,2019,72,7
Neues Standardwerk zur Kunst- und Kulturgeschichte der Druckgraphik,Andreas Strobl,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92797/87399,2019,72,6
"Die Französische Revolution als Medienereignis: Rezeption, Transformation und Inversion von Bildwelten",Gabriel Hubmann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92798/87400,2019,72,6
Historienmalerei im 19. Jahrhundert als Illustration und Rekonstruktion von Geschichte?,Werner Busch,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92799/87401,2019,72,6
Jean-Jacques Lequeu. Abenteuer der Imagination,Klaus Heinrich Kohrs,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92847/87446,2019,72,6
(In-)Transparenz: Fragen zum Kunst- und Kultursponsoring am Beispiel des VW-Konzerns und von vier Ausstellungen,Linn Burchert,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92792/87394,2019,72,5
„Ergon“ und „Parergon“: Giorgio Vasaris Malereien in den Stanze Nuove und seine Selbstdeutung,Tanja Kreutzer,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92793/87395,2019,72,5
"Obsessiv, innovativ, assoziativ. Der Ausstellungsmacher Harald Szeemann wird ausgestellt",Angeli Jahnsen,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92794/87396,2019,72,5
Betroffenheit über die deutsch-französischen Verwerfungen im Kunstdiskurs nach 1914,Ingrid Scheurmann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92779/87385,2019,72,4
Self-reflective art history: Griselda Pollock on Charlotte Salomon,Deborah Schultz,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92781/87386,2019,72,4
Wiederentdeckte mittelalterliche Wandmalereien aus Artins (Frankreich) im Deutschen Burgenmuseum auf der Veste Heldburg,"Fabian Brenker, Steffen Kremer, Christoph Merzenich",https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92782/87387,2019,72,4
Goethe und die (Post-)Moderne: Dekonstruktion der Weimarer Klassizität,Andreas Beyer,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92760/87365,2019,72,3
"The German Baroque-mania: Visual Arts, Historiography, and National Identity",Itay Sapir,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92762/87368,2019,72,3
Eine Kabinettausstellung zu Veroneses Cuccina-Zyklus anlässlich der Restaurierung,Maria Aresin,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92763/87369,2019,72,3
Eine Relektüre venezianischer Quellen,Benjamin Paul,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92752/87357,2019,72,2
Öffentliches Bauen in Bayern zur Regierungszeit Ludwigs II.,Julian Stalter,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92753/87358,2019,72,2
"Israelisch-palästinensische und/oder jüdischarabische Architekturgeschichte?
							
					11./12. April 2018, Leopold- Franzens-Universität, Innsbruck",Regine Hess,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92739/87344,2019,72,1
Bilder hören im Bildungsfunk,Helen Barr,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92740/87345,2019,72,1
Oskar Kokoschka – Jahrhundertkünstler oder Meister der Selbstvermarktung?,Bernd W. Rieger,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92741/87346,2019,72,1
„I maestri dei Crocifissi“. Deutsche Bildschnitzer des 15. Jahrhunderts in Italien,Ulrich Söding,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92742/87353,2019,72,1
Die hl. Cäcilie als Inkunabel der Gegenreformation – in jedem Detail erforscht,Axel Christoph Gampp,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92743/87347,2019,72,1
Schwabens Genie ohne Namen? Der Meister von Meßkirch in Stuttgart,Manuel Teget-Welz,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/92744/87348,2019,72,1
Marcel Duchamp – Indifferenz als Werkbegriff. Beiträge zur Erfindung innovativen Ausstellens,Kornelia von Berswordt-Wallrabe,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85672/80085,2018,71,12
Noch einmal zu Dürers „Melencolia I“ – ein kritischer Kommentar,Martin Büchsel,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85657/80076,2018,71,11
Die Habitusformierung eines Aufsteigers in Dresden: Neues zu Graf von Brühl,Roland Kanz,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85660/80077,2018,71,11
Das Glücksspiel und die Folgen für die Kunst in den Niederlanden,Esther Wipfler,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85661/80078,2018,71,11
Schlüssel zur Florentiner Malerei,Andreas Huth,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85649/80066,2018,71,9
Gliederpuppen-Akteure. Die Geschichte beweglicher Skulpturen in Menschengestalt aus Sicht der Bildaktforschung,Elisabeth Weymann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85650/85880,2018,71,9
Aachen und Konstantinopel: Maßverhältnisse von Herrschaftsarchitektur,Cord Meckseper,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85651/80070,2018,71,9
Mehr praktische Intelligenz im Kunsturteil! Eine Lüneburger Tagung,Miriam Sarah Marotzki,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85652/80071,2018,71,9
„Zum Zweifeln fehlen mir die Gründe!“ Oder: Wieviel Ungewissheit vertragen Bilder?,Helene Bongers,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85638/80055,2018,71,8
Un dimenticato „cutting“ di Pacino di Buonaguida,Daniele Guernelli,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85639/80056,2018,71,8
Übersemantisierung versus Passionsmeditation,Martin Büchsel,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85640/80057,2018,71,8
Zur Frühzeit des „Kunststaates“ DDR,Karl-Siegbert Rehberg,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85993/80371,2018,71,7
Der Handel mit moderner Kunst: Zwei Neuerscheinungen der Forschungsstelle „Entartete Kunst“,Theresa Sepp,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85626/80042,2018,71,5
Ein Leben in Bewegung: Die heimliche Pionierin der Kunstsoziologie Hanna Levy-Deinhard,Renate Berger,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85627/80043,2018,71,5
Der Katalog als Dialog. Achilles Ryhiner-Delons „Essai d’un catalogue de mes desseins“ von 1785,Ulrich Pfisterer,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85115/79403,2018,71,5
Die Ruine als Herausforderung,Manfred Frithjof Fischer,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85628/80044,2018,71,5
Rhetorik an die vorderste Front – wider die Bildungsmisere!,Alex Christoph Gampp,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85616/80033,2018,71,4
Impression mit großen weißen Flecken,Magdalena Nieslony,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85617/80034,2018,71,4
"Zum Beitrag von Regine Prange in: Kunstchronik 71/1, 2018, S. 2–15",Klaus Herding,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85622/80039,2018,71,4
Maler und Reisläufer – Stationen eines prekären Künstlerlebens in der Schweiz des 16. Jahrhunderts,Daniel Hess,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85597/80000,2018,71,3
Briton Rivières „Persepolis“ im Fokus: Der britische Löwe zwischen Orientalismus und russischem Stummfilm,Anne Rennert,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85599/80001,2018,71,3
"Aspekte des frühneuzeitlichen Kunsthandels: Definition, Distribution und Wirkung von „Marktbildern“",Sibylle Appuhn-Radtke,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85588/79993,2018,71,2
Ein Andachtsbild für Erasmus? Holbeins „Christus im Grab“ neu gesehen (II),Andreas Prater,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85589/79994,2018,71,2
Kunst der Freiheit oder: Von Proudhon zu Szymczyk,Regine Prange,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85579/79982,2018,71,1
Zeichnen als Sehmodus und Vorstellungsfeld,Iris Brahms,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85580/79983,2018,71,1
Zwischen Grabesruhe und Auferstehung. Holbeins „Christus im Grab“ neu gesehen (I),Andreas Prater,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/85582/79984,2018,71,1
"Le graveur Jean Marot et son contexte professionnel, artistique et culturel",Carl Magnusson,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79914/73831,2017,70,12
Restitution und Prüfprogramm: Worauf es ankommt,Henning Kahmann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79917/73833,2017,70,12
Décadence oder Dekadenz? Vom Historismus zum Symbolismus,Isa Bickmann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79918/73834,2017,70,12
"„Mostro di natura, e miracolo da far stupire chi vede le sue opere“ – Guercino in Piacenza",Stefania Girometti,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79919/73835,2017,70,12
Protokoll der Mitgliederversammlung des Verbandes Deutscher Kunsthistoriker e.V. auf dem XXXIV. Deutschen Kunsthistorikertag,Marcello Gaeta,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79894/73814,2017,70,11
Die Erforschung der Farbe in Architektur und Malerei im 19. Jahrhundert,Manfred Koller,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79895/73816,2017,70,11
Machtfaktor Urbanistik: Metropolenbildung in der Frühen Neuzeit,Elisabeth Wünsche-Werdehausen,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79897/73817,2017,70,11
Architekten ohne Architektur?,Valentin Hammerschmidt,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79898/73818,2017,70,11
"Authentizität: Phänomen, Begehren, Kriterium",Regine Heß,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79899/73819,2017,70,11
"Der Mann, das unbekannte Wesen? Inszenierung und Visualisierung von Männlichkeit",Nicholas Maniu,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79901/73820,2017,70,11
Austellungskalender,Nicholas Maniu,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79907/73826,2017,70,11
"Nenne mir Deine Lehrer, und ich sage Dir, wer Du bist! Deutsche Künstlerausbildung in Paris",Jan Nicolaisen,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79887/73809,2017,70,9
Experimente im Reagenzglas mit „Außeneinfluss“: eine Tagung zur neapolitanischen Barockmalerei,Hanno Tiesbrummel,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79888/73810,2017,70,9
Berichtigung,Hanno Tiesbrummel,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79889/73811,2017,70,9
Austellungskalender,Hanno Tiesbrummel,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79890/73812,2017,70,9
Neue Hypothesen zur Geschichte des Frankfurter Domturms,Gerhard Ringshausen,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79845/73761,2017,70,8
“Here I stand. I can do no other!” Art of the German Reformation,Jeanette Kohl,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79847/73764,2017,70,8
Bis in die Maltechnik ideologisiert. Max Doerners Reichsinstitut in München,Andrea Meyer,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79876/73801,2017,70,8
Konzepte von Zeitlichkeit in Historismen und Avantgarden – und: 70 Jahre Kunstchronik,Christine Tauber,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/81769/75963,2017,70,7
Die Avantgarde-Künste und die Technik,Daniela Stöppel,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79838/73755,2017,70,7
Historismus zwischen Verzeitlichung und Globalisierung,Matteo Burioni,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/83904/78257,2017,70,7
Karl Bernhard Stark – ein unbekannter Pionier der Frankreichforschung,Christine Tauber,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/81736/75923,2017,70,6
Qualche novità su uno scultore barocco (quasi) dimenticato: Honoré Pellé a (quasi) 300 anni dalla sua morte,Francesca Fabbri,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/81197/75224,2017,70,6
Kunsthistorische Quellenkritik versus wortgläubige Exegese? Courbets Briefe in der Diskussion,"Stephanie Marchal, Daniela Stöppel",https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79611/73497,2017,70,5
Bildnis und Porträt in der Frühen Neuzeit. Ein Bericht zum Stand der kunsthistorischen Forschung,Silvia Schmitt-Maaß,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79612/73498,2017,70,5
"Enthüllendes Verhüllen, anwesende Abwesenheit?",Klaus Heinrich Kohrs,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79613/73499,2017,70,5
„Das achte Weltwunder“: Die Kunstsammlung Philipps IV. im Alcázar von Madrid,Thierry Greub,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79587/73473,2017,70,4
"Am Bild vorbei: Anmerkungen zur Melencolia-Deutung von Harald Tesan in Kunstchronik 69/12, 2016, 574–583",Rainer Hoffmann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79582/73469,2017,70,3
Creating a Capital: Instrumental Structures,Peter Chametzky,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79565/73452,2017,70,2
Von der Methodenvielfalt der Kunstgeschichte. 500 Jahre Jheronimus Bosch,Laura Ritter,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79566/73453,2017,70,2
Das Sehen musste sich erst selbst erblicken,Dominik Brabant,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79567/73454,2017,70,2
Der Vater des Disegno?,Fabian Jonietz,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79383/73318,2017,70,1
Wie aus vielen Werken ein OEuvre wurde. Der Kandinsky-Werkkatalog ist nach 45 Jahren zum Abschluss gelangt,Felix Thürlemann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79539/73446,2017,70,1
Mensch und Maschine im Mittelalter,Rebecca Müller,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/91155/85898,2017,70,1
"Unendlich vielschichtig: Die Rezeption antiker Mythen im Mittelalter
							
					Mittelalterliche Mythenrezeption – Paradigmen und Paradigmenwechsel","Jeannet Hommers, Hanna Christine Jacobs",https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/91157/85901,2017,70,1
Dürers MELENCOLIA I als subversives Seelenbild,Harald Tesan,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78830/72785,2016,69,12
Jean-Étienne Liotard in London,Marianne Koos,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78831/72786,2016,69,12
Transkulturelle Vernetzungen der Moderne: Eine materialästhetische Revision des Japonismus,Doris Croissant,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78823/72778,2016,69,11
Stein als Forschungsmaterial,Andreas Huth,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78824/72779,2016,69,11
Überlegungen zu Eckersberg und der Ölskizze,Werner Busch,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78760/72718,2016,69,9
Modernisierung durch Übersetzung: Die Entstehung der modernen japanischen Kunst,Vera Wolff,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/83909/78262,2016,69,9
Protokoll der Mitgliederversammlung des Verbandes Deutscher Kunsthistoriker e.V. auf dem XXXIII. Deutschen Kunsthistorikertag,Marcello Gaeta,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78748/72709,2016,69,8
Vom Einölen zur Vermeidung von Restaurierung: Zur Gemäldepflege in Dresden im 18. und 19. Jahrhundert,Manfred Koller,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78751/72710,2016,69,8
"Kunst und Politik – Synergien, Interferenzen, Konflikte: Vom Manierismus bis heute",Christine Tauber,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/81771/75965,2016,69,7
Externe Impulse und interne Imperative: Zur Bedeutung von Provenienzforschung und Kulturgutschutz in Deutschland für die Kunstgeschichte,"Valentine von Fellenberg, Harald Schoen",https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78646/72631,2016,69,7
Gurlitt – was nun? Überlegungen eines Juristen,Henning Kahmann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78647/72632,2016,69,7
Kunst-Historischer Grenzgang: Symbolische Kommunikation in der französischen Revolutionszeit,Claudia Hattendorff,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78649/72633,2016,69,7
"High or low? Provisorisches, Ephemeres und Papierenes in der Französischen Revolutionszeit",Philippe Bordes,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78650/72634,2016,69,7
Bauen um jeden Preis: Rudolf Wolters und seine politikkonforme Karriere,Annika Wienert,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78653/72636,2016,69,7
Triumph der Rezeptionsästhetik?,Regine Prange,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78637/72623,2016,69,6
"„Quel teribile Andrea, quel gran Schiaon“ – Andrea Meldola, genannt Lo Schiavone in Venedig",Maria Aresin,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78639/72625,2016,69,6
„Marke Giotto“?,"Katharine Stahlbuhk, Katharina Weiger",https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/83908/78261,2016,69,6
Kulturen des Details um 1300. Neue Perspektiven für eine Kunstgeschichte aus der Nähe,Anna Degler,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/83907/78260,2016,69,6
Austellungskalender,Anna Degler,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78643/72629,2016,69,6
Space and Place: Urban Development in the Age of Defortification,Susan Klaiber,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78357/72347,2016,69,5
"Zwischen Theorie, Praxis und Didaktik: Lehrbücher für das Bauwesen",Georg Germann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/83906/78259,2016,69,5
Der deutsche Viollet-le-Duc im Kölschen Klüngel? Essenwein und seine Verdienste,Hiltrud Kier,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78358/72348,2016,69,5
Rembrandt als Ironiker,Andreas Prater,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78349/72340,2016,69,4
Lettische Moderne: Stilpluralismus und Formenvielfalt,Lars Olof Larsson,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78350/72341,2016,69,4
Aus dem Dornröschenschlaf erweckt: Der „wiederaufgefundene“ Mecklenburgische Planschatz,Cristina Ruggero,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78352/72342,2016,69,4
„Let’s dance like we used to...“. A critical intervention on a new trend of Appropriationism,Maike Aden,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78353/72343,2016,69,4
Schinkels Friedrichswerdersche Kirche braucht unseren Schutz,"Christian Freigang, Kai Kappel, Kerstin Wittmann-Englert",https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/83905/78258,2016,69,4
"Zur Zuschrift von Birgit Schwarz in Kunstchronik Nr. 3, 2016, 152f.",Hanns Christian Löhr,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78354/72344,2016,69,4
Anatomy and the construction of the body in 16th century Spain,José Riello,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78333/72324,2016,69,3
"Von Bildnissen und Reminiszenzen: Élisabeth Louise Vigée Le Brun in Paris, New York und Ottawa",Gerrit Walczak,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78335/72326,2016,69,3
Künstlerische Strategien postrevolutionärer Traumabewältigung: Delaroche versus Delacroix,Christine Tauber,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/81770/75964,2016,69,3
"Zum Beitrag von Hanns Christian Löhr in Kunstchronik Nr. 1, 2016, 2–7",Birgit Schwarz,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78337/72331,2016,69,3
Bella maniera in Germania: Glanz und Blüte der Bronzekunst in Süddeutschland um 1600,Nicole Hegener,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78186/72102,2016,69,2
"Toccare con gli occhi, toccare il cuore",Fabian Jonietz,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78187/72103,2016,69,2
Ein neues Dokument zum „Sonderauftrag Linz“,Hanns Christian Löhr,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78173/72092,2016,69,1
Paul Durand-Ruel und Victor Chocquet – zwei frühe Förderer der Impressionisten,Peter Kropmanns,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78174/72093,2016,69,1
Expressionismus versus Impressionismus – keine Fiktion von „Kunsttheoretikern“,Anita Beloubek-Hammer,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78175/72094,2016,69,1
Berichtigung,Anita Beloubek-Hammer,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/78178/72095,2016,69,1
(Post-)Conceptual: Vom Raum zum Buch zur Ausstellung,Regine Ehleiter,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79366/73303,2015,68,12
Bescheidenheit als Bauprinzip der Wiener Hofburg,Ulrike Seeger,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79367/73304,2015,68,12
Transnationale Künstlerausbildung in Paris und andernorts,Robert Skwirblies,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79369/73305,2015,68,12
Pierre Bonnard und seine Rehabilitierung als moderner Künstler – eine Pariser Retrospektive,Agnes Sawer,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79371/73306,2015,68,12
Klees „Sonderklasse“ zwischen Verkaufswert und künstlerischer Qualität,Otto Karl Werckmeister,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79372/73308,2015,68,12
Heinrich Ludwig among the “Deutsch-Römer”: A Sceptic’s Perspective on the Institutionalization of Art History,André Dombrowski,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79351/73289,2015,68,11
Grundlagenforschung zu historischen Textilien: Technikanalyse und Kontextualisierung,Uta-Christiane Bergemann,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79352/73290,2015,68,11
Piktogrammatik im kurzen Jahrhundert der Avantgarden,Astrit Schmidt-Burkhardt,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79353/73291,2015,68,11
Marianische Illuminationen: Marienleuchter im sakralen und profanen Raum,Dagmar Preising,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79335/73274,2015,68,8
"Die Heiligen Drei Könige, ihre Bilder und ihr Schrein",Peter Diemer,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79336/73275,2015,68,8
Wissenschaft und Gegenwartskunst. Beobachtungen aus der musealen Praxis,Reinhard Spieler,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79323/73266,2015,68,7
Zeitgenössische Kunst und Kunstwissenschaft – ein prekäres Verhältnis,Christine Tauber,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/81772/75966,2015,68,7
Im Strudel des Mainstream: Kunstgeschichte und Gegenwartskunst,Philip Ursprung,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79325/73267,2015,68,7
Zeitgenössische Performancepraxis und künstlerische Forschung,Elke Mark,https://journals.ub.uni-heidelberg.de/index.php/kchronik/article/view/79327/73268,2015,68,7
